city,area,rooms,bathroom,parking,floor,petFriendly,furnished,hoa,rent,tax,fireInsurance,allSpace,allCost,costPerArea,costPerRoom
São Paulo,336,4,4,6,1,Yes,No,0,7677,950,116,14,1066,3.1726190476190474,76.14285714285714
São Paulo,210,4,4,3,5,Yes,Yes,2800,5000,917,64,11,3781,18.004761904761907,343.72727272727275
São Paulo,242,4,5,4,4,Yes,Yes,3270,12000,930,153,13,4353,17.987603305785125,334.84615384615387
Porto Alegre,28,1,1,0,4,Yes,No,350,550,21,9,2,380,13.571428571428571,190.0
São Paulo,220,4,3,3,2,No,Yes,4208,9000,1203,115,10,5526,25.118181818181817,552.6
Porto Alegre,62,3,2,1,1,No,No,485,1629,54,24,6,563,9.080645161290322,93.83333333333333
Rio de Janeiro,111,3,2,2,11,Yes,Yes,1100,3500,325,46,7,1471,13.252252252252251,210.14285714285714
Campinas,159,3,2,2,1,Yes,No,1000,2500,334,32,7,1366,8.59119496855346,195.14285714285714
Rio de Janeiro,70,2,2,0,5,Yes,Yes,690,2250,100,29,4,819,11.7,204.75
São Paulo,150,3,2,2,2,Yes,No,1181,2000,384,26,7,1591,10.606666666666667,227.28571428571428
São Paulo,50,1,1,1,17,Yes,Yes,776,4000,126,51,3,953,19.06,317.6666666666667
São Paulo,450,3,3,8,1,Yes,Yes,0,5015,400,76,14,476,1.0577777777777777,34.0
Belo Horizonte,64,2,1,1,2,Yes,No,252,850,78,12,4,342,5.34375,85.5
São Paulo,600,5,7,5,1,Yes,No,0,5200,155,79,17,234,0.39,13.764705882352942
São Paulo,70,1,1,0,8,Yes,No,430,3200,109,41,2,580,8.285714285714286,290.0
São Paulo,76,3,2,0,6,Yes,No,1160,1240,95,16,5,1271,16.723684210526315,254.2
São Paulo,280,3,3,4,1,Yes,No,0,6520,834,99,10,933,3.3321428571428573,93.3
São Paulo,172,2,4,3,23,Yes,No,1400,11000,775,140,9,2315,13.459302325581396,257.22222222222223
São Paulo,246,3,4,4,3,Yes,Yes,3800,12000,750,153,11,4703,19.117886178861788,427.54545454545456
São Paulo,64,2,1,1,8,Yes,No,400,1500,101,20,4,521,8.140625,130.25
Belo Horizonte,30,1,1,0,2,No,No,0,550,0,8,2,8,0.26666666666666666,4.0
São Paulo,80,3,2,1,1,Yes,No,0,2170,47,33,6,80,1.0,13.333333333333334
Rio de Janeiro,87,3,1,1,7,Yes,No,786,1800,159,24,5,969,11.137931034482758,193.8
Porto Alegre,50,1,1,1,7,Yes,No,250,800,0,12,3,262,5.24,87.33333333333333
Porto Alegre,50,1,1,0,6,Yes,No,400,800,20,12,2,432,8.64,216.0
São Paulo,30,1,1,0,1,No,No,0,1850,167,28,2,195,6.5,97.5
São Paulo,43,1,1,0,6,Yes,No,219,1472,42,6,2,267,6.209302325581396,133.5
São Paulo,300,3,4,0,1,Yes,Yes,0,10000,2000,151,7,2151,7.17,307.2857142857143
Campinas,58,1,2,1,10,No,No,850,750,40,10,4,900,15.517241379310345,225.0
São Paulo,30,1,1,1,14,No,No,1379,1660,18,22,3,1419,47.3,473.0
São Paulo,54,2,1,0,2,No,No,571,1700,135,22,3,728,13.481481481481481,242.66666666666666
Rio de Janeiro,80,2,2,1,2,No,No,1050,3500,167,46,5,1263,15.7875,252.6
Porto Alegre,62,2,2,1,10,Yes,No,480,1600,9,24,5,513,8.274193548387096,102.6
Porto Alegre,66,2,2,0,3,Yes,No,550,1200,50,18,4,618,9.363636363636363,154.5
São Paulo,80,2,2,1,2,Yes,No,400,1500,36,20,5,456,5.7,91.2
São Paulo,560,4,4,7,2,Yes,No,8600,15000,5000,191,15,13791,24.626785714285713,919.4
São Paulo,30,1,1,1,5,Yes,Yes,500,3900,84,50,3,634,21.133333333333333,211.33333333333334
São Paulo,50,1,1,0,1,Yes,No,0,1600,0,25,2,25,0.5,12.5
Rio de Janeiro,81,2,2,1,8,Yes,Yes,615,3500,225,46,5,886,10.938271604938272,177.2
São Paulo,218,4,4,4,3,No,No,2488,4930,1454,63,12,4005,18.371559633027523,333.75
Campinas,54,2,1,2,6,Yes,No,300,1200,46,16,5,362,6.703703703703703,72.4
Rio de Janeiro,60,2,1,0,2,No,No,0,1200,0,19,3,19,0.31666666666666665,6.333333333333333
Belo Horizonte,100,3,1,1,2,Yes,No,150,1200,0,16,5,166,1.66,33.2
São Paulo,156,2,3,2,8,Yes,Yes,2040,13590,292,173,7,2505,16.057692307692307,357.85714285714283
São Paulo,300,3,4,3,1,Yes,Yes,3000,4000,0,51,10,3051,10.17,305.1
São Paulo,39,1,1,1,3,No,Yes,680,2500,115,32,3,827,21.205128205128204,275.6666666666667
São Paulo,150,4,3,4,1,Yes,No,0,3000,500,46,11,546,3.64,49.63636363636363
São Paulo,140,2,3,4,10,Yes,Yes,2300,6170,417,79,9,2796,19.97142857142857,310.6666666666667
São Paulo,240,4,4,3,1,Yes,No,2800,4200,792,54,11,3646,15.191666666666666,331.45454545454544
São Paulo,70,2,1,0,1,Yes,No,0,1300,70,20,3,90,1.2857142857142858,30.0
Campinas,462,4,7,4,1,Yes,No,0,5000,590,76,15,666,1.4415584415584415,44.4
Campinas,67,3,1,1,1,No,No,351,890,40,12,5,403,6.014925373134329,80.6
Belo Horizonte,100,2,1,0,1,Yes,No,0,1200,63,20,3,83,0.83,27.666666666666668
Belo Horizonte,113,3,3,1,1,Yes,No,350,1100,88,15,7,453,4.008849557522124,64.71428571428571
São Paulo,99,3,2,1,3,Yes,No,390,2500,90,32,6,512,5.171717171717172,85.33333333333333
São Paulo,120,2,1,1,1,Yes,No,0,2100,175,32,4,207,1.725,51.75
São Paulo,110,3,2,3,1,Yes,No,0,2600,400,40,8,440,4.0,55.0
Porto Alegre,38,1,1,1,5,Yes,No,342,980,51,15,3,408,10.736842105263158,136.0
Campinas,100,3,1,1,7,Yes,No,999,1090,94,14,5,1107,11.07,221.4
Rio de Janeiro,135,4,2,2,7,Yes,No,1378,4200,468,55,8,1901,14.08148148148148,237.625
Rio de Janeiro,130,3,2,1,10,Yes,Yes,1338,3250,450,42,6,1830,14.076923076923077,305.0
Belo Horizonte,80,3,2,1,1,Yes,No,305,1200,122,16,6,443,5.5375,73.83333333333333
São Paulo,300,3,2,5,1,Yes,No,0,11500,2000,173,10,2173,7.243333333333333,217.3
Belo Horizonte,72,2,1,2,4,No,No,195,1300,97,18,5,310,4.305555555555555,62.0
São Paulo,70,3,2,2,3,Yes,No,1058,1659,44,22,7,1124,16.057142857142857,160.57142857142858
São Paulo,395,4,4,3,16,Yes,Yes,2137,15000,834,191,11,3162,8.00506329113924,287.45454545454544
Porto Alegre,540,6,8,3,2,Yes,No,0,15000,467,267,17,734,1.3592592592592592,43.1764705882353
São Paulo,318,4,6,4,13,Yes,Yes,3450,10160,0,129,14,3579,11.254716981132075,255.64285714285714
Belo Horizonte,42,2,1,1,5,Yes,No,170,900,27,12,4,209,4.976190476190476,52.25
Rio de Janeiro,52,1,1,1,1,Yes,No,613,1400,22,19,3,654,12.576923076923077,218.0
São Paulo,167,3,2,1,7,Yes,No,1787,10850,532,138,6,2457,14.7125748502994,409.5
São Paulo,50,1,1,0,6,No,No,467,1209,129,8,2,604,12.08,302.0
Campinas,65,2,2,1,4,No,No,412,1000,45,13,5,470,7.230769230769231,94.0
São Paulo,140,4,4,3,5,Yes,No,1800,3600,583,46,11,2429,17.35,220.8181818181818
São Paulo,92,3,1,1,3,Yes,No,340,1600,4,21,5,365,3.967391304347826,73.0
Belo Horizonte,150,4,3,3,5,No,No,1200,3300,293,44,10,1537,10.246666666666666,153.7
Campinas,60,1,1,0,3,Yes,No,250,1300,75,17,2,342,5.7,171.0
Belo Horizonte,308,4,5,6,18,Yes,Yes,2000,13500,173,180,15,2353,7.6396103896103895,156.86666666666667
São Paulo,159,2,3,1,8,No,Yes,1276,3230,49,41,6,1366,8.59119496855346,227.66666666666666
São Paulo,240,3,5,4,1,Yes,No,0,7500,459,113,12,572,2.3833333333333333,47.666666666666664
Porto Alegre,65,3,2,0,5,No,No,450,1690,86,25,5,561,8.63076923076923,112.2
São Paulo,200,3,2,2,1,Yes,No,0,5000,167,76,7,243,1.215,34.714285714285715
Campinas,130,3,5,2,2,Yes,No,1170,3610,209,46,10,1425,10.961538461538462,142.5
Rio de Janeiro,21,1,1,0,11,Yes,No,519,1200,0,16,2,535,25.476190476190474,267.5
São Paulo,68,2,1,1,5,Yes,No,525,1600,142,21,4,688,10.117647058823529,172.0
Porto Alegre,40,1,1,0,4,Yes,No,450,900,38,14,2,502,12.55,251.0
Belo Horizonte,310,4,3,6,1,Yes,No,0,3100,187,51,13,238,0.7677419354838709,18.307692307692307
Campinas,103,2,1,1,4,No,No,635,1060,84,14,4,733,7.116504854368932,183.25
Rio de Janeiro,650,5,7,4,2,Yes,Yes,4100,15000,4241,229,16,8570,13.184615384615384,535.625
Campinas,30,1,1,0,5,No,Yes,380,500,10,7,2,397,13.233333333333333,198.5
Belo Horizonte,155,4,5,3,5,No,No,1200,5000,593,67,12,1860,12.0,155.0
São Paulo,107,2,2,1,1,Yes,No,400,2600,0,33,5,433,4.046728971962617,86.6
São Paulo,340,4,5,5,16,Yes,Yes,5200,12000,3400,153,14,8753,25.74411764705882,625.2142857142857
Belo Horizonte,70,3,1,0,3,No,No,275,1200,104,16,4,395,5.642857142857143,98.75
Belo Horizonte,58,2,2,1,4,Yes,No,310,950,86,13,5,409,7.051724137931035,81.8
São Paulo,70,3,2,1,6,No,Yes,569,3300,159,42,6,770,11.0,128.33333333333334
São Paulo,240,3,3,0,1,Yes,No,300,4300,292,65,6,657,2.7375,109.5
Rio de Janeiro,130,3,2,1,5,Yes,No,1300,2800,300,37,6,1637,12.592307692307692,272.8333333333333
São Paulo,310,5,6,5,5,Yes,No,6900,10000,1834,127,16,8861,28.583870967741934,553.8125
Rio de Janeiro,60,1,1,1,10,Yes,No,731,1300,54,17,3,802,13.366666666666667,267.3333333333333
São Paulo,319,4,6,5,16,No,No,5000,10050,2900,128,15,8028,25.16614420062696,535.2
Porto Alegre,81,2,1,0,2,Yes,No,350,1150,5,17,3,372,4.592592592592593,124.0
Belo Horizonte,306,3,5,0,1,Yes,No,0,8000,0,132,8,132,0.43137254901960786,16.5
São Paulo,113,2,2,1,6,Yes,No,1000,3000,50,39,5,1089,9.63716814159292,217.8
São Paulo,280,3,4,2,3,No,No,4000,6000,1059,77,9,5136,18.34285714285714,570.6666666666666
São Paulo,270,3,3,3,16,Yes,No,2800,13000,959,165,9,3924,14.533333333333333,436.0
São Paulo,78,2,1,1,7,Yes,No,645,2000,35,26,4,706,9.051282051282051,176.5
São Paulo,60,1,2,1,1,Yes,No,0,1500,30,23,4,53,0.8833333333333333,13.25
São Paulo,30,1,1,0,1,Yes,No,0,750,59,12,2,71,2.3666666666666667,35.5
Rio de Janeiro,58,2,1,1,10,Yes,No,594,800,77,11,4,682,11.758620689655173,170.5
Rio de Janeiro,65,1,1,0,2,Yes,No,350,1800,30,24,2,404,6.2153846153846155,202.0
São Paulo,58,1,1,1,1,No,No,580,1740,75,23,3,678,11.689655172413794,226.0
São Paulo,22,1,1,0,25,Yes,No,385,2100,40,27,2,452,20.545454545454547,226.0
São Paulo,32,1,1,1,13,No,Yes,811,3200,174,41,3,1026,32.0625,342.0
Campinas,176,3,5,3,3,Yes,No,1350,5200,442,66,11,1858,10.556818181818182,168.9090909090909
Belo Horizonte,350,7,5,4,1,Yes,No,0,7500,357,123,16,480,1.3714285714285714,30.0
São Paulo,260,4,4,2,5,Yes,Yes,2570,4400,584,56,10,3210,12.346153846153847,321.0
São Paulo,100,2,1,0,1,Yes,No,0,2300,198,35,3,233,2.33,77.66666666666667
Rio de Janeiro,65,1,1,0,10,No,Yes,750,3500,142,46,2,938,14.430769230769231,469.0
Rio de Janeiro,600,7,6,1,12,No,Yes,1300,15000,1167,194,14,2661,4.435,190.07142857142858
Rio de Janeiro,300,4,3,1,2,Yes,No,0,5000,367,77,8,444,1.48,55.5
São Paulo,430,4,3,4,1,Yes,No,0,8500,1427,128,11,1555,3.616279069767442,141.36363636363637
São Paulo,260,5,5,4,20,No,No,4000,8000,2620,102,14,6722,25.853846153846153,480.14285714285717
Belo Horizonte,211,3,4,3,1,No,No,0,8400,292,138,10,430,2.037914691943128,43.0
Campinas,103,3,2,1,9,No,No,885,1800,113,23,6,1021,9.912621359223301,170.16666666666666
Porto Alegre,62,2,2,0,2,Yes,No,400,1556,100,23,4,523,8.435483870967742,130.75
Rio de Janeiro,80,2,2,1,1,Yes,Yes,1100,3499,205,46,5,1351,16.8875,270.2
São Paulo,60,1,1,1,1,No,No,0,1180,0,18,3,18,0.3,6.0
São Paulo,27,1,1,0,5,No,No,1404,3500,1,45,2,1450,53.7037037037037,725.0
São Paulo,486,4,6,5,8,No,No,4614,4861,3772,62,15,8448,17.382716049382715,563.2
São Paulo,40,1,1,1,12,Yes,Yes,480,1680,102,22,3,604,15.1,201.33333333333334
Rio de Janeiro,60,2,1,0,7,Yes,Yes,806,2800,97,37,3,940,15.666666666666666,313.3333333333333
Rio de Janeiro,64,2,2,0,10,Yes,No,665,2200,104,29,4,798,12.46875,199.5
Campinas,660,5,7,4,17,Yes,No,5381,10000,1100,127,16,6608,10.012121212121212,413.0
São Paulo,62,3,2,1,5,Yes,No,487,2400,54,31,6,572,9.225806451612904,95.33333333333333
Porto Alegre,50,2,1,1,3,Yes,No,180,946,0,14,4,194,3.88,48.5
São Paulo,380,3,4,4,1,Yes,No,0,8000,952,121,11,1073,2.8236842105263156,97.54545454545455
Campinas,134,3,3,2,7,No,No,1000,2500,177,32,8,1209,9.022388059701493,151.125
São Paulo,74,2,2,0,4,Yes,Yes,1105,3600,210,46,4,1361,18.39189189189189,340.25
Belo Horizonte,68,2,2,1,5,Yes,Yes,1183,2500,207,34,5,1424,20.941176470588236,284.8
Rio de Janeiro,33,1,1,0,2,Yes,No,470,1600,72,21,2,563,17.060606060606062,281.5
São Paulo,60,2,1,0,1,Yes,No,0,1100,0,17,3,17,0.2833333333333333,5.666666666666667
São Paulo,50,1,1,1,25,No,Yes,707,3700,30,47,3,784,15.68,261.3333333333333
São Paulo,57,2,2,2,6,Yes,No,834,1630,189,21,6,1044,18.31578947368421,174.0
São Paulo,39,1,1,1,4,Yes,No,529,995,49,13,3,591,15.153846153846153,197.0
Porto Alegre,45,1,1,1,1,No,No,30,760,0,12,3,42,0.9333333333333333,14.0
São Paulo,221,3,2,2,7,Yes,No,1980,4500,200,58,7,2238,10.126696832579185,319.7142857142857
São Paulo,140,3,2,0,8,Yes,Yes,2500,1799,375,23,5,2898,20.7,579.6
Rio de Janeiro,650,5,4,2,9,Yes,No,5718,9000,1431,116,11,7265,11.176923076923076,660.4545454545455
São Paulo,210,5,4,1,1,Yes,No,0,15000,1667,226,10,1893,9.014285714285714,189.3
Belo Horizonte,100,4,2,3,10,Yes,No,1027,2600,238,35,9,1300,13.0,144.44444444444446
Rio de Janeiro,220,3,3,2,4,Yes,Yes,2500,9000,367,116,8,2983,13.559090909090909,372.875
São Paulo,42,1,1,0,1,Yes,No,400,1150,27,15,2,442,10.523809523809524,221.0
Rio de Janeiro,98,3,2,0,7,Yes,No,891,3000,185,39,5,1115,11.377551020408163,223.0
Rio de Janeiro,150,3,1,2,2,Yes,No,3290,5200,710,68,6,4068,27.12,678.0
São Paulo,170,3,3,4,1,Yes,No,0,3500,222,53,10,275,1.6176470588235294,27.5
São Paulo,60,2,1,0,1,Yes,No,1,1610,0,25,3,26,0.43333333333333335,8.666666666666666
São Paulo,120,3,4,2,1,Yes,No,187,3450,149,52,9,388,3.2333333333333334,43.111111111111114
São Paulo,142,2,3,2,18,Yes,No,1400,3550,492,45,7,1937,13.640845070422536,276.7142857142857
Porto Alegre,90,2,2,1,18,No,No,500,2500,84,37,5,621,6.9,124.2
São Paulo,140,3,3,2,3,Yes,No,2400,6000,500,77,8,2977,21.264285714285716,372.125
Rio de Janeiro,26,1,1,0,3,Yes,No,325,1200,26,16,2,367,14.115384615384615,183.5
São Paulo,20,1,1,0,1,No,No,0,790,0,11,2,11,0.55,5.5
Porto Alegre,24,1,1,1,2,No,No,0,550,0,9,3,9,0.375,3.0
Rio de Janeiro,140,3,2,0,5,Yes,No,350,2900,194,38,5,582,4.1571428571428575,116.4
Belo Horizonte,134,4,2,3,1,No,No,650,3000,313,40,9,1003,7.485074626865671,111.44444444444444
São Paulo,400,5,4,2,12,Yes,No,2675,2000,832,26,11,3533,8.8325,321.1818181818182
Rio de Janeiro,18,1,1,0,3,Yes,No,628,650,49,9,2,686,38.111111111111114,343.0
Rio de Janeiro,62,1,1,1,8,Yes,No,1550,2800,182,37,3,1769,28.532258064516128,589.6666666666666
São Paulo,192,3,3,3,16,Yes,Yes,1790,6500,630,83,9,2503,13.036458333333334,278.1111111111111
São Paulo,80,3,2,1,6,Yes,No,850,1790,128,23,6,1001,12.5125,166.83333333333334
Porto Alegre,38,1,1,1,9,Yes,No,350,2900,42,43,3,435,11.447368421052632,145.0
Belo Horizonte,112,2,3,2,10,Yes,No,442,1400,92,19,7,553,4.9375,79.0
Rio de Janeiro,15,1,1,0,1,No,No,500,1100,0,15,2,515,34.333333333333336,257.5
São Paulo,29,1,1,0,5,Yes,No,257,1043,0,14,2,271,9.344827586206897,135.5
Belo Horizonte,55,2,1,1,1,Yes,No,200,1050,0,14,4,214,3.890909090909091,53.5
São Paulo,88,3,1,2,5,Yes,No,1900,2500,84,32,6,2016,22.90909090909091,336.0
São Paulo,100,4,1,0,1,Yes,No,0,1600,100,25,5,125,1.25,25.0
Belo Horizonte,92,3,2,1,1,Yes,No,268,1800,141,24,6,433,4.706521739130435,72.16666666666667
Rio de Janeiro,154,4,2,2,2,Yes,No,1850,4250,313,55,8,2218,14.402597402597403,277.25
São Paulo,240,4,3,3,6,Yes,No,2850,12000,700,153,10,3703,15.429166666666667,370.3
Porto Alegre,28,1,1,0,1,Yes,Yes,0,1340,4,20,2,24,0.8571428571428571,12.0
São Paulo,50,1,1,0,1,No,No,0,1250,34,19,2,53,1.06,26.5
São Paulo,180,3,3,2,4,Yes,No,2100,8000,413,102,8,2615,14.527777777777779,326.875
São Paulo,35,1,1,0,3,No,No,150,850,0,11,2,161,4.6,80.5
Rio de Janeiro,64,2,1,1,2,Yes,No,0,3500,0,46,4,46,0.71875,11.5
São Paulo,60,2,1,1,8,Yes,No,550,1310,5,17,4,572,9.533333333333333,143.0
São Paulo,239,4,4,3,1,Yes,Yes,0,5950,500,90,11,590,2.4686192468619246,53.63636363636363
São Paulo,130,3,2,1,10,No,Yes,1100,2300,109,30,6,1239,9.53076923076923,206.5
Campinas,85,2,2,0,6,No,No,810,918,98,12,4,920,10.823529411764707,230.0
Rio de Janeiro,75,2,2,1,9,Yes,Yes,650,2000,310,26,5,986,13.146666666666667,197.2
São Paulo,90,2,2,1,1,Yes,No,0,1800,0,28,5,28,0.3111111111111111,5.6
Belo Horizonte,100,3,1,1,2,Yes,No,300,1500,85,20,5,405,4.05,81.0
São Paulo,70,2,2,1,1,No,No,670,1450,0,19,5,689,9.842857142857143,137.8
Rio de Janeiro,86,3,1,0,3,Yes,No,800,1258,80,17,4,897,10.430232558139535,224.25
Rio de Janeiro,29,1,1,0,2,Yes,No,484,1500,26,20,2,530,18.275862068965516,265.0
Porto Alegre,82,2,2,1,5,Yes,No,450,1700,67,25,5,542,6.609756097560975,108.4
São Paulo,55,2,1,1,5,Yes,No,640,1625,0,21,4,661,12.018181818181818,165.25
Porto Alegre,47,1,1,1,1,No,Yes,400,2200,0,33,3,433,9.212765957446809,144.33333333333334
São Paulo,33,1,1,0,15,No,No,550,4000,0,51,2,601,18.21212121212121,300.5
Campinas,50,1,1,1,11,No,No,650,1800,130,23,3,803,16.06,267.6666666666667
São Paulo,159,4,2,0,3,Yes,No,2064,1900,634,25,6,2723,17.12578616352201,453.8333333333333
Belo Horizonte,62,3,2,1,4,No,No,230,1100,63,15,6,308,4.967741935483871,51.333333333333336
São Paulo,80,2,1,2,1,Yes,No,0,1569,0,24,5,24,0.3,4.8
São Paulo,170,3,4,3,21,Yes,No,1500,5000,450,64,10,2014,11.847058823529412,201.4
Porto Alegre,68,2,2,1,1,Yes,No,400,1800,82,27,5,509,7.485294117647059,101.8
São Paulo,300,4,4,3,1,Yes,Yes,0,5080,284,77,11,361,1.2033333333333334,32.81818181818182
Porto Alegre,50,2,1,1,2,Yes,No,100,1460,0,22,4,122,2.44,30.5
Rio de Janeiro,80,2,2,1,10,Yes,No,824,2000,279,26,5,1129,14.1125,225.8
Porto Alegre,40,2,1,1,3,Yes,No,300,820,32,12,4,344,8.6,86.0
São Paulo,270,3,4,2,6,Yes,No,2890,6500,100,83,9,3073,11.381481481481481,341.44444444444446
Porto Alegre,75,3,1,1,1,Yes,No,360,1100,47,17,5,424,5.653333333333333,84.8
Porto Alegre,60,1,2,2,15,Yes,No,500,2800,17,41,5,558,9.3,111.6
São Paulo,300,4,5,4,1,Yes,No,3600,7500,1334,96,13,5030,16.766666666666666,386.9230769230769
Belo Horizonte,73,2,1,2,1,Yes,No,150,1200,62,16,5,228,3.1232876712328768,45.6
Belo Horizonte,85,2,1,1,1,Yes,No,230,1000,61,14,4,305,3.588235294117647,76.25
São Paulo,100,3,3,1,1,Yes,No,0,2400,0,37,7,37,0.37,5.285714285714286
Porto Alegre,49,1,1,0,7,Yes,No,310,680,21,10,2,341,6.959183673469388,170.5
São Paulo,35,1,1,0,5,Yes,Yes,420,1800,0,23,2,443,12.657142857142857,221.5
São Paulo,240,3,4,1,6,No,No,1700,14850,400,189,8,2289,9.5375,286.125
São Paulo,45,1,1,0,1,Yes,No,0,900,0,14,2,14,0.3111111111111111,7.0
São Paulo,55,2,1,1,9,Yes,Yes,565,2800,0,36,4,601,10.927272727272728,150.25
São Paulo,305,4,3,4,6,Yes,Yes,3428,11000,2134,140,11,5702,18.695081967213113,518.3636363636364
Belo Horizonte,622,5,5,6,1,Yes,No,0,10000,924,164,16,1088,1.7491961414790997,68.0
Belo Horizonte,55,2,1,1,2,No,No,250,1200,67,16,4,333,6.054545454545455,83.25
Rio de Janeiro,42,1,1,0,12,Yes,Yes,600,2300,167,30,2,797,18.976190476190474,398.5
Belo Horizonte,132,3,3,2,2,Yes,No,0,1500,207,20,8,227,1.7196969696969697,28.375
Belo Horizonte,53,2,1,0,6,Yes,No,626,850,76,12,3,714,13.471698113207546,238.0
São Paulo,998,7,10,4,1,Yes,Yes,0,15000,5000,226,21,5226,5.236472945891784,248.85714285714286
São Paulo,22,1,1,0,4,No,Yes,350,2410,0,31,2,381,17.318181818181817,190.5
Rio de Janeiro,35,1,1,0,12,Yes,No,350,850,60,11,2,421,12.028571428571428,210.5
São Paulo,189,4,2,2,4,Yes,No,1970,8000,559,102,8,2631,13.920634920634921,328.875
São Paulo,375,4,5,3,1,Yes,Yes,0,9000,850,136,12,986,2.6293333333333333,82.16666666666667
São Paulo,65,2,1,1,3,Yes,No,315,1400,47,18,4,380,5.846153846153846,95.0
São Paulo,462,4,6,4,1,Yes,Yes,0,8000,1081,121,14,1202,2.601731601731602,85.85714285714286
São Paulo,150,2,1,0,1,Yes,No,180,2285,100,29,3,309,2.06,103.0
Campinas,350,2,2,2,1,Yes,No,0,4300,150,65,6,215,0.6142857142857143,35.833333333333336
São Paulo,260,4,5,4,15,Yes,Yes,3471,7500,0,96,13,3567,13.71923076923077,274.38461538461536
Porto Alegre,61,1,1,0,2,Yes,No,80,1100,160,17,2,257,4.213114754098361,128.5
São Paulo,175,4,3,2,1,Yes,No,0,2890,0,44,9,44,0.25142857142857145,4.888888888888889
Porto Alegre,70,2,1,0,2,Yes,Yes,270,1800,23,27,3,320,4.571428571428571,106.66666666666667
Rio de Janeiro,60,2,1,1,10,Yes,Yes,520,1500,80,20,4,620,10.333333333333334,155.0
Campinas,296,6,4,8,1,Yes,No,0,5200,375,79,18,454,1.5337837837837838,25.22222222222222
Rio de Janeiro,96,2,2,1,10,No,Yes,995,2900,109,38,5,1142,11.895833333333334,228.4
São Paulo,150,4,2,3,2,Yes,No,3030,7377,800,94,9,3924,26.16,436.0
São Paulo,375,4,4,3,1,Yes,No,0,6400,75,97,11,172,0.45866666666666667,15.636363636363637
Campinas,70,3,1,1,1,Yes,No,600,1500,17,20,5,637,9.1,127.4
São Paulo,127,4,3,2,4,Yes,No,1040,4930,472,63,9,1575,12.401574803149606,175.0
Belo Horizonte,67,2,2,2,3,No,No,850,2800,0,38,6,888,13.253731343283581,148.0
São Paulo,50,1,2,1,1,No,Yes,750,3300,214,42,4,1006,20.12,251.5
Rio de Janeiro,56,2,1,0,4,Yes,No,502,1500,0,20,3,522,9.321428571428571,174.0
São Paulo,55,2,1,1,19,Yes,Yes,608,2100,84,27,4,719,13.072727272727272,179.75
São Paulo,34,1,1,0,1,No,No,0,900,46,14,2,60,1.7647058823529411,30.0
Campinas,68,2,1,0,4,No,No,498,930,48,12,3,558,8.205882352941176,186.0
São Paulo,80,2,1,0,4,No,No,400,1777,0,23,3,423,5.2875,141.0
Campinas,120,3,1,1,3,No,No,650,1800,80,23,5,753,6.275,150.6
Campinas,50,1,1,1,10,No,No,718,1600,13,21,3,752,15.04,250.66666666666666
Campinas,78,2,2,1,1,Yes,No,432,1200,127,16,5,575,7.371794871794871,115.0
Rio de Janeiro,90,2,2,1,9,Yes,No,880,3800,80,49,5,1009,11.21111111111111,201.8
Belo Horizonte,320,5,4,6,1,No,No,0,8000,584,132,15,716,2.2375,47.733333333333334
Rio de Janeiro,560,5,6,4,14,Yes,No,2190,2633,1133,34,15,3357,5.994642857142857,223.8
Rio de Janeiro,25,1,1,0,8,Yes,No,600,1850,25,24,2,649,25.96,324.5
Porto Alegre,37,1,1,0,3,Yes,No,270,650,23,10,2,303,8.18918918918919,151.5
Rio de Janeiro,95,3,1,0,16,Yes,No,1048,3600,283,47,4,1378,14.505263157894737,344.5
São Paulo,130,3,3,2,7,Yes,No,1400,1650,414,21,8,1835,14.115384615384615,229.375
Belo Horizonte,270,5,4,6,1,Yes,No,0,3910,125,53,15,178,0.6592592592592592,11.866666666666667
Belo Horizonte,40,1,1,0,1,No,No,0,650,59,11,2,70,1.75,35.0
Belo Horizonte,65,2,2,3,7,Yes,No,366,1450,110,20,7,496,7.630769230769231,70.85714285714286
São Paulo,45,1,1,0,22,No,No,350,1015,33,13,2,396,8.8,198.0
São Paulo,20,1,1,0,1,No,Yes,0,2060,0,27,2,27,1.35,13.5
São Paulo,720,4,5,5,17,Yes,No,6471,6500,3520,83,14,10074,13.991666666666667,719.5714285714286
Belo Horizonte,80,3,2,2,1,Yes,Yes,280,2500,126,34,7,440,5.5,62.857142857142854
Belo Horizonte,90,2,1,0,1,Yes,No,0,1000,39,14,3,53,0.5888888888888889,17.666666666666668
São Paulo,60,1,2,0,1,Yes,No,0,1062,1,16,3,17,0.2833333333333333,5.666666666666667
Belo Horizonte,45,1,1,1,4,No,Yes,1550,3400,198,46,3,1794,39.86666666666667,598.0
São Paulo,100,1,2,0,1,No,No,4320,3100,0,40,3,4360,43.6,1453.3333333333333
Belo Horizonte,553,4,6,3,3,No,No,2800,10870,1459,145,13,4404,7.963833634719711,338.7692307692308
São Paulo,250,4,3,2,1,Yes,No,0,3900,475,59,9,534,2.136,59.333333333333336
Campinas,92,3,2,3,17,Yes,No,643,3700,299,47,8,989,10.75,123.625
São Paulo,98,1,2,0,27,Yes,Yes,3177,15000,130,191,3,3498,35.69387755102041,1166.0
Campinas,114,3,2,1,4,Yes,No,967,1400,176,18,6,1161,10.18421052631579,193.5
São Paulo,27,1,1,1,6,No,Yes,650,1900,59,25,3,734,27.185185185185187,244.66666666666666
